"filename", "language", "Python", "JSON Lines", "JSON", "Markdown", "Ini", "JSON with Comments", "pip requirements", "comment", "blank", "total"
"c:\Dev\Starship Battles\game\ui\renderer\renderer.py", "Python", -149, 0, 0, 0, 0, 0, 0, -22, -51, -222
"c:\Dev\Starship Battles\game\ui\renderer\sprites.py", "Python", -122, 0, 0, 0, 0, 0, 0, -10, -32, -164
"c:\Dev\Starship Battles\game\ui\screens\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Dev\Starship Battles\game\ui\screens\battle_scene.py", "Python", -293, 0, 0, 0, 0, 0, 0, -49, -97, -439
"c:\Dev\Starship Battles\game\ui\screens\battle_screen.py", "Python", -197, 0, 0, 0, 0, 0, 0, -30, -51, -278
"c:\Dev\Starship Battles\game\ui\screens\build_queue_screen.py", "Python", -689, 0, 0, 0, 0, 0, 0, -99, -149, -937
"c:\Dev\Starship Battles\game\ui\screens\builder\__init__.py", "Python", -5, 0, 0, 0, 0, 0, 0, 0, -1, -6
"c:\Dev\Starship Battles\game\ui\screens\builder\components.py", "Python", -101, 0, 0, 0, 0, 0, 0, -22, -24, -147
"c:\Dev\Starship Battles\game\ui\screens\builder\detail_panel.py", "Python", -188, 0, 0, 0, 0, 0, 0, -24, -46, -258
"c:\Dev\Starship Battles\game\ui\screens\builder\drop_target.py", "Python", -9, 0, 0, 0, 0, 0, 0, 0, -3, -12
"c:\Dev\Starship Battles\game\ui\screens\builder\event_bus.py", "Python", -18, 0, 0, 0, 0, 0, 0, 0, -4, -22
"c:\Dev\Starship Battles\game\ui\screens\builder\grouping_strategies.py", "Python", -58, 0, 0, 0, 0, 0, 0, -4, -16, -78
"c:\Dev\Starship Battles\game\ui\screens\builder\interaction_controller.py", "Python", -80, 0, 0, 0, 0, 0, 0, -8, -14, -102
"c:\Dev\Starship Battles\game\ui\screens\builder\layer_panel.py", "Python", -349, 0, 0, 0, 0, 0, 0, -56, -77, -482
"c:\Dev\Starship Battles\game\ui\screens\builder\left_panel.py", "Python", -293, 0, 0, 0, 0, 0, 0, -80, -70, -443
"c:\Dev\Starship Battles\game\ui\screens\builder\legacy_components.py", "Python", -130, 0, 0, 0, 0, 0, 0, -19, -32, -181
"c:\Dev\Starship Battles\game\ui\screens\builder\main.py", "Python", -770, 0, 0, 0, 0, 0, 0, -135, -183, -1088
"c:\Dev\Starship Battles\game\ui\screens\builder\modifier_config.py", "Python", -88, 0, 0, 0, 0, 0, 0, -8, -4, -100
"c:\Dev\Starship Battles\game\ui\screens\builder\modifier_logic.py", "Python", -141, 0, 0, 0, 0, 0, 0, -28, -32, -201
"c:\Dev\Starship Battles\game\ui\screens\builder\modifier_row.py", "Python", -194, 0, 0, 0, 0, 0, 0, -33, -46, -273
"c:\Dev\Starship Battles\game\ui\screens\builder\panel_layout_config.py", "Python", -28, 0, 0, 0, 0, 0, 0, -13, -9, -50
"c:\Dev\Starship Battles\game\ui\screens\builder\preset_ui.py", "Python", -91, 0, 0, 0, 0, 0, 0, -1, -16, -108
"c:\Dev\Starship Battles\game\ui\screens\builder\right_panel.py", "Python", -347, 0, 0, 0, 0, 0, 0, -78, -134, -559
"c:\Dev\Starship Battles\game\ui\screens\builder\schematic_view.py", "Python", -122, 0, 0, 0, 0, 0, 0, -21, -39, -182
"c:\Dev\Starship Battles\game\ui\screens\builder\stats_config.py", "Python", -281, 0, 0, 0, 0, 0, 0, -47, -83, -411
"c:\Dev\Starship Battles\game\ui\screens\builder\structure_list_items.py", "Python", -314, 0, 0, 0, 0, 0, 0, -30, -59, -403
"c:\Dev\Starship Battles\game\ui\screens\builder\weapons_panel.py", "Python", -594, 0, 0, 0, 0, 0, 0, -170, -176, -940
"c:\Dev\Starship Battles\game\ui\screens\builder_selection.py", "Python", -78, 0, 0, 0, 0, 0, 0, -11, -22, -111
"c:\Dev\Starship Battles\game\ui\screens\builder_utils.py", "Python", -101, 0, 0, 0, 0, 0, 0, -6, -37, -144
"c:\Dev\Starship Battles\game\ui\screens\design_selector_window.py", "Python", -521, 0, 0, 0, 0, 0, 0, -63, -124, -708
"c:\Dev\Starship Battles\game\ui\screens\fleet_orders_window.py", "Python", -194, 0, 0, 0, 0, 0, 0, -62, -52, -308
"c:\Dev\Starship Battles\game\ui\screens\fleet_report_filters.py", "Python", -168, 0, 0, 0, 0, 0, 0, -15, -34, -217
"c:\Dev\Starship Battles\game\ui\screens\fleet_report_window.py", "Python", -771, 0, 0, 0, 0, 0, 0, -107, -157, -1035
"c:\Dev\Starship Battles\game\ui\screens\formation_editor.py", "Python", -793, 0, 0, 0, 0, 0, 0, -94, -169, -1056
"c:\Dev\Starship Battles\game\ui\screens\new_game_setup_screen.py", "Python", -413, 0, 0, 0, 0, 0, 0, -45, -88, -546
"c:\Dev\Starship Battles\game\ui\screens\planet_list_filters.py", "Python", -137, 0, 0, 0, 0, 0, 0, -9, -36, -182
"c:\Dev\Starship Battles\game\ui\screens\planet_list_presets.py", "Python", -144, 0, 0, 0, 0, 0, 0, -10, -34, -188
"c:\Dev\Starship Battles\game\ui\screens\planet_list_window.py", "Python", -683, 0, 0, 0, 0, 0, 0, -129, -150, -962
"c:\Dev\Starship Battles\game\ui\screens\planet_selection_window.py", "Python", -80, 0, 0, 0, 0, 0, 0, -6, -16, -102
"c:\Dev\Starship Battles\game\ui\screens\race_asset_loader.py", "Python", -144, 0, 0, 0, 0, 0, 0, -6, -36, -186
"c:\Dev\Starship Battles\game\ui\screens\race_browser_dialog.py", "Python", -225, 0, 0, 0, 0, 0, 0, -18, -48, -291
"c:\Dev\Starship Battles\game\ui\screens\race_setup_screen.py", "Python", -877, 0, 0, 0, 0, 0, 0, -151, -200, -1228
"c:\Dev\Starship Battles\game\ui\screens\race_validator.py", "Python", -54, 0, 0, 0, 0, 0, 0, -4, -17, -75
"c:\Dev\Starship Battles\game\ui\screens\save_selection_window.py", "Python", -290, 0, 0, 0, 0, 0, 0, -30, -75, -395
"c:\Dev\Starship Battles\game\ui\screens\setup.py", "Python", -530, 0, 0, 0, 0, 0, 0, -28, -118, -676
"c:\Dev\Starship Battles\game\ui\screens\setup_data_io.py", "Python", -180, 0, 0, 0, 0, 0, 0, -4, -42, -226
"c:\Dev\Starship Battles\game\ui\screens\setup_renderer.py", "Python", -148, 0, 0, 0, 0, 0, 0, -14, -37, -199
"c:\Dev\Starship Battles\game\ui\screens\setup_screen.py", "Python", -286, 0, 0, 0, 0, 0, 0, -6, -51, -343
"c:\Dev\Starship Battles\game\ui\screens\strategy_camera_nav.py", "Python", -137, 0, 0, 0, 0, 0, 0, -11, -38, -186
"c:\Dev\Starship Battles\game\ui\screens\strategy_colonization.py", "Python", -203, 0, 0, 0, 0, 0, 0, -10, -51, -264
"c:\Dev\Starship Battles\game\ui\screens\strategy_detail_fmt.py", "Python", -197, 0, 0, 0, 0, 0, 0, -3, -49, -249
"c:\Dev\Starship Battles\game\ui\screens\strategy_fleet_ops.py", "Python", -136, 0, 0, 0, 0, 0, 0, -3, -44, -183
"c:\Dev\Starship Battles\game\ui\screens\strategy_input_handler.py", "Python", -403, 0, 0, 0, 0, 0, 0, -30, -90, -523
"c:\Dev\Starship Battles\game\ui\screens\strategy_renderer.py", "Python", -451, 0, 0, 0, 0, 0, 0, -23, -126, -600
"c:\Dev\Starship Battles\game\ui\screens\strategy_scene.py", "Python", -362, 0, 0, 0, 0, 0, 0, -69, -99, -530
"c:\Dev\Starship Battles\game\ui\screens\strategy_screen.py", "Python", -615, 0, 0, 0, 0, 0, 0, -115, -160, -890
"c:\Dev\Starship Battles\game\ui\screens\test_lab.py", "Python", -115, 0, 0, 0, 0, 0, 0, -40, -40, -195
"c:\Dev\Starship Battles\game\ui\screens\workshop_context.py", "Python", -111, 0, 0, 0, 0, 0, 0, -3, -23, -137
"c:\Dev\Starship Battles\game\ui\screens\workshop_data_loader.py", "Python", -145, 0, 0, 0, 0, 0, 0, -14, -43, -202
"c:\Dev\Starship Battles\game\ui\screens\workshop_event_router.py", "Python", -341, 0, 0, 0, 0, 0, 0, -34, -81, -456
"c:\Dev\Starship Battles\game\ui\screens\workshop_screen.py", "Python", -685, 0, 0, 0, 0, 0, 0, -91, -166, -942
"c:\Dev\Starship Battles\game\ui\screens\workshop_viewmodel.py", "Python", -414, 0, 0, 0, 0, 0, 0, -34, -112, -560
"c:\Dev\Starship Battles\game\ui\widgets.py", "Python", -79, 0, 0, 0, 0, 0, 0, -6, -17, -102
"c:\Dev\Starship Battles\launcher.py", "Python", -6, 0, 0, 0, 0, 0, 0, -1, -3, -10
"c:\Dev\Starship Battles\pytest.ini", "Ini", 0, 0, 0, 0, -10, 0, 0, 0, -1, -11
"c:\Dev\Starship Battles\races\gorgons_da1b8668.json", "JSON", 0, 0, -24, 0, 0, 0, 0, 0, 0, -24
"c:\Dev\Starship Battles\races\rossarian_c39c2318.json", "JSON", 0, 0, -24, 0, 0, 0, 0, 0, 0, -24
"c:\Dev\Starship Battles\races\rossarians_2272ddfe.json", "JSON", 0, 0, -24, 0, 0, 0, 0, 0, 0, -24
"c:\Dev\Starship Battles\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, -6, 0, -1, -7
"c:\Dev\Starship Battles\saves\1pQS\designs\empire_0\ES_1.json", "JSON", 0, 0, -130, 0, 0, 0, 0, 0, 0, -130
"c:\Dev\Starship Battles\saves\1pQS\designs\empire_0\SYARD1.json", "JSON", 0, 0, -300, 0, 0, 0, 0, 0, 0, -300
"c:\Dev\Starship Battles\saves\1pQS\save_metadata.json", "JSON", 0, 0, -13, 0, 0, 0, 0, 0, 0, -13
"c:\Dev\Starship Battles\saves\1pQS\turns\turn_1.json", "JSON", 0, 0, -13155, 0, 0, 0, 0, 0, 0, -13155
"c:\Dev\Starship Battles\saves\1pQS\turns\turn_2.json", "JSON", 0, 0, -13462, 0, 0, 0, 0, 0, 0, -13462
"c:\Dev\Starship Battles\saves\1pQS\turns\turn_3.json", "JSON", 0, 0, -13674, 0, 0, 0, 0, 0, 0, -13674
"c:\Dev\Starship Battles\saves\AutoSaveTest\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\AutoSaveTest\turns\turn_1.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\AutoSaveTest\turns\turn_2.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\AutoSaveTest\turns\turn_3.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\AutoSaveTest\turns\turn_4.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\AutoSaveTest\turns\turn_5.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\BSG\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\BSG\turns\turn_1.json", "JSON", 0, 0, -12488, 0, 0, 0, 0, 0, 0, -12488
"c:\Dev\Starship Battles\saves\Big Game\designs\empire_0\Cplex1.json", "JSON", 0, 0, -86, 0, 0, 0, 0, 0, 0, -86
"c:\Dev\Starship Battles\saves\Big Game\designs\empire_0\Cplex_1.json", "JSON", 0, 0, -87, 0, 0, 0, 0, 0, 0, -87
"c:\Dev\Starship Battles\saves\Big Game\designs\empire_0\ES_1.json", "JSON", 0, 0, -116, 0, 0, 0, 0, 0, 0, -116
"c:\Dev\Starship Battles\saves\Big Game\designs\empire_0\ES_2.json", "JSON", 0, 0, -117, 0, 0, 0, 0, 0, 0, -117
"c:\Dev\Starship Battles\saves\Big Game\designs\empire_0\SYard1.json", "JSON", 0, 0, -299, 0, 0, 0, 0, 0, 0, -299
"c:\Dev\Starship Battles\saves\Big Game\designs\empire_0\SYard_1.json", "JSON", 0, 0, -287, 0, 0, 0, 0, 0, 0, -287
"c:\Dev\Starship Battles\saves\Big Game\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\Big Game\turns\turn_1.json", "JSON", 0, 0, -15035, 0, 0, 0, 0, 0, 0, -15035
"c:\Dev\Starship Battles\saves\Big Game\turns\turn_2.json", "JSON", 0, 0, -15144, 0, 0, 0, 0, 0, 0, -15144
"c:\Dev\Starship Battles\saves\Big Game\turns\turn_3.json", "JSON", 0, 0, -15444, 0, 0, 0, 0, 0, 0, -15444
"c:\Dev\Starship Battles\saves\Big Game\turns\turn_4.json", "JSON", 0, 0, -15732, 0, 0, 0, 0, 0, 0, -15732
"c:\Dev\Starship Battles\saves\Big Game\turns\turn_5.json", "JSON", 0, 0, -15818, 0, 0, 0, 0, 0, 0, -15818
"c:\Dev\Starship Battles\saves\Big Game\turns\turn_6.json", "JSON", 0, 0, -15818, 0, 0, 0, 0, 0, 0, -15818
"c:\Dev\Starship Battles\saves\Big Game\turns\turn_7.json", "JSON", 0, 0, -15968, 0, 0, 0, 0, 0, 0, -15968
"c:\Dev\Starship Battles\saves\EmpireCountTest\save_metadata.json", "JSON", 0, 0, -15, 0, 0, 0, 0, 0, 0, -15
"c:\Dev\Starship Battles\saves\EmpireCountTest\turns\turn_1.json", "JSON", 0, 0, -79, 0, 0, 0, 0, 0, 0, -79
"c:\Dev\Starship Battles\saves\EmpireNamesTest\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\EmpireNamesTest\turns\turn_1.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\Game#1\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\Game#1\turns\turn_1.json", "JSON", 0, 0, -15853, 0, 0, 0, 0, 0, 0, -15853
"c:\Dev\Starship Battles\saves\LatestTest\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\LatestTest\turns\turn_1.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\LatestTest\turns\turn_2.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\LatestTest\turns\turn_5.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\LoadTest\save_metadata.json", "JSON", 0, 0, -13, 0, 0, 0, 0, 0, 0, -13
"c:\Dev\Starship Battles\saves\LoadTest\turns\turn_3.json", "JSON", 0, 0, -2446, 0, 0, 0, 0, 0, 0, -2446
"c:\Dev\Starship Battles\saves\MASTER2\designs\empire_0\Cplex1.json", "JSON", 0, 0, -86, 0, 0, 0, 0, 0, 0, -86
"c:\Dev\Starship Battles\saves\MASTER2\designs\empire_0\Cplex_1.json", "JSON", 0, 0, -87, 0, 0, 0, 0, 0, 0, -87
"c:\Dev\Starship Battles\saves\MASTER2\designs\empire_0\ES_1.json", "JSON", 0, 0, -116, 0, 0, 0, 0, 0, 0, -116
"c:\Dev\Starship Battles\saves\MASTER2\designs\empire_0\ES_2.json", "JSON", 0, 0, -117, 0, 0, 0, 0, 0, 0, -117
"c:\Dev\Starship Battles\saves\MASTER2\designs\empire_0\SYard1.json", "JSON", 0, 0, -299, 0, 0, 0, 0, 0, 0, -299
"c:\Dev\Starship Battles\saves\MASTER2\designs\empire_0\SYard_1.json", "JSON", 0, 0, -287, 0, 0, 0, 0, 0, 0, -287
"c:\Dev\Starship Battles\saves\MASTER2\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\MASTER2\turns\turn_1.json", "JSON", 0, 0, -15862, 0, 0, 0, 0, 0, 0, -15862
"c:\Dev\Starship Battles\saves\Master 3\designs\empire_0\Cplex1.json", "JSON", 0, 0, -86, 0, 0, 0, 0, 0, 0, -86
"c:\Dev\Starship Battles\saves\Master 3\designs\empire_0\Cplex_1.json", "JSON", 0, 0, -87, 0, 0, 0, 0, 0, 0, -87
"c:\Dev\Starship Battles\saves\Master 3\designs\empire_0\ES_1.json", "JSON", 0, 0, -116, 0, 0, 0, 0, 0, 0, -116
"c:\Dev\Starship Battles\saves\Master 3\designs\empire_0\ES_2.json", "JSON", 0, 0, -117, 0, 0, 0, 0, 0, 0, -117
"c:\Dev\Starship Battles\saves\Master 3\designs\empire_0\SYard1.json", "JSON", 0, 0, -299, 0, 0, 0, 0, 0, 0, -299
"c:\Dev\Starship Battles\saves\Master 3\designs\empire_0\SYard_1.json", "JSON", 0, 0, -287, 0, 0, 0, 0, 0, 0, -287
"c:\Dev\Starship Battles\saves\Master 3\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\Master 3\turns\turn_1.json", "JSON", 0, 0, -12211, 0, 0, 0, 0, 0, 0, -12211
"c:\Dev\Starship Battles\saves\Master 4\designs\empire_0\Cplex1.json", "JSON", 0, 0, -86, 0, 0, 0, 0, 0, 0, -86
"c:\Dev\Starship Battles\saves\Master 4\designs\empire_0\Cplex_1.json", "JSON", 0, 0, -87, 0, 0, 0, 0, 0, 0, -87
"c:\Dev\Starship Battles\saves\Master 4\designs\empire_0\ES_1.json", "JSON", 0, 0, -116, 0, 0, 0, 0, 0, 0, -116
"c:\Dev\Starship Battles\saves\Master 4\designs\empire_0\ES_2.json", "JSON", 0, 0, -117, 0, 0, 0, 0, 0, 0, -117
"c:\Dev\Starship Battles\saves\Master 4\designs\empire_0\New_ES1.json", "JSON", 0, 0, -117, 0, 0, 0, 0, 0, 0, -117
"c:\Dev\Starship Battles\saves\Master 4\designs\empire_0\New_SYard1.json", "JSON", 0, 0, -105, 0, 0, 0, 0, 0, 0, -105
"c:\Dev\Starship Battles\saves\Master 4\designs\empire_0\SYard1.json", "JSON", 0, 0, -299, 0, 0, 0, 0, 0, 0, -299
"c:\Dev\Starship Battles\saves\Master 4\designs\empire_0\SYard_1.json", "JSON", 0, 0, -287, 0, 0, 0, 0, 0, 0, -287
"c:\Dev\Starship Battles\saves\Master 4\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\Master 4\turns\turn_1.json", "JSON", 0, 0, -14455, 0, 0, 0, 0, 0, 0, -14455
"c:\Dev\Starship Battles\saves\Master 4\turns\turn_10.json", "JSON", 0, 0, -14568, 0, 0, 0, 0, 0, 0, -14568
"c:\Dev\Starship Battles\saves\Master 4\turns\turn_2.json", "JSON", 0, 0, -14567, 0, 0, 0, 0, 0, 0, -14567
"c:\Dev\Starship Battles\saves\Master 4\turns\turn_3.json", "JSON", 0, 0, -14712, 0, 0, 0, 0, 0, 0, -14712
"c:\Dev\Starship Battles\saves\Master 4\turns\turn_4.json", "JSON", 0, 0, -14692, 0, 0, 0, 0, 0, -1, -14693
"c:\Dev\Starship Battles\saves\Master 4\turns\turn_5.json", "JSON", 0, 0, -14759, 0, 0, 0, 0, 0, -1, -14760
"c:\Dev\Starship Battles\saves\Master 4\turns\turn_6.json", "JSON", 0, 0, -14780, 0, 0, 0, 0, 0, 0, -14780
"c:\Dev\Starship Battles\saves\Master 4\turns\turn_7.json", "JSON", 0, 0, -14752, 0, 0, 0, 0, 0, -1, -14753
"c:\Dev\Starship Battles\saves\Master 4\turns\turn_8.json", "JSON", 0, 0, -14752, 0, 0, 0, 0, 0, -1, -14753
"c:\Dev\Starship Battles\saves\Master 4\turns\turn_9.json", "JSON", 0, 0, -14568, 0, 0, 0, 0, 0, 0, -14568
"c:\Dev\Starship Battles\saves\Master 7\designs\empire_0\Cplex1.json", "JSON", 0, 0, -86, 0, 0, 0, 0, 0, 0, -86
"c:\Dev\Starship Battles\saves\Master 7\designs\empire_0\Cplex_1.json", "JSON", 0, 0, -87, 0, 0, 0, 0, 0, 0, -87
"c:\Dev\Starship Battles\saves\Master 7\designs\empire_0\ES_1.json", "JSON", 0, 0, -116, 0, 0, 0, 0, 0, 0, -116
"c:\Dev\Starship Battles\saves\Master 7\designs\empire_0\ES_2.json", "JSON", 0, 0, -117, 0, 0, 0, 0, 0, 0, -117
"c:\Dev\Starship Battles\saves\Master 7\designs\empire_0\SYard1.json", "JSON", 0, 0, -299, 0, 0, 0, 0, 0, 0, -299
"c:\Dev\Starship Battles\saves\Master 7\designs\empire_0\SYard_1.json", "JSON", 0, 0, -287, 0, 0, 0, 0, 0, 0, -287
"c:\Dev\Starship Battles\saves\Master 7\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\Master 7\turns\turn_1.json", "JSON", 0, 0, -15263, 0, 0, 0, 0, 0, 0, -15263
"c:\Dev\Starship Battles\saves\Master\designs\empire_0\Cplex1.json", "JSON", 0, 0, -86, 0, 0, 0, 0, 0, 0, -86
"c:\Dev\Starship Battles\saves\Master\designs\empire_0\Cplex_1.json", "JSON", 0, 0, -87, 0, 0, 0, 0, 0, 0, -87
"c:\Dev\Starship Battles\saves\Master\designs\empire_0\ES_1.json", "JSON", 0, 0, -116, 0, 0, 0, 0, 0, 0, -116
"c:\Dev\Starship Battles\saves\Master\designs\empire_0\ES_2.json", "JSON", 0, 0, -117, 0, 0, 0, 0, 0, 0, -117
"c:\Dev\Starship Battles\saves\Master\designs\empire_0\SYard1.json", "JSON", 0, 0, -299, 0, 0, 0, 0, 0, 0, -299
"c:\Dev\Starship Battles\saves\Master\designs\empire_0\SYard_1.json", "JSON", 0, 0, -287, 0, 0, 0, 0, 0, 0, -287
"c:\Dev\Starship Battles\saves\Master\save_metadata.json", "JSON", 0, 0, -13, 0, 0, 0, 0, 0, 0, -13
"c:\Dev\Starship Battles\saves\Master\turns\turn_1.json", "JSON", 0, 0, -11679, 0, 0, 0, 0, 0, 0, -11679
"c:\Dev\Starship Battles\saves\Master\turns\turn_2.json", "JSON", 0, 0, -11985, 0, 0, 0, 0, 0, 0, -11985
"c:\Dev\Starship Battles\saves\Master\turns\turn_3.json", "JSON", 0, 0, -12129, 0, 0, 0, 0, 0, 0, -12129
"c:\Dev\Starship Battles\saves\MetadataTest\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\MetadataTest\turns\turn_1.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\Mr One\designs\empire_0\Cplex1.json", "JSON", 0, 0, -86, 0, 0, 0, 0, 0, 0, -86
"c:\Dev\Starship Battles\saves\Mr One\designs\empire_0\Cplex_1.json", "JSON", 0, 0, -87, 0, 0, 0, 0, 0, 0, -87
"c:\Dev\Starship Battles\saves\Mr One\designs\empire_0\ES_1.json", "JSON", 0, 0, -116, 0, 0, 0, 0, 0, 0, -116
"c:\Dev\Starship Battles\saves\Mr One\designs\empire_0\ES_2.json", "JSON", 0, 0, -117, 0, 0, 0, 0, 0, 0, -117
"c:\Dev\Starship Battles\saves\Mr One\designs\empire_0\SYard1.json", "JSON", 0, 0, -299, 0, 0, 0, 0, 0, 0, -299
"c:\Dev\Starship Battles\saves\Mr One\designs\empire_0\SYard_1.json", "JSON", 0, 0, -287, 0, 0, 0, 0, 0, 0, -287
"c:\Dev\Starship Battles\saves\Mr One\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\Mr One\turns\turn_1.json", "JSON", 0, 0, -14338, 0, 0, 0, 0, 0, 0, -14338
"c:\Dev\Starship Battles\saves\Mr One\turns\turn_2.json", "JSON", 0, 0, -14644, 0, 0, 0, 0, 0, 0, -14644
"c:\Dev\Starship Battles\saves\Mr One\turns\turn_3.json", "JSON", 0, 0, -14788, 0, 0, 0, 0, 0, 0, -14788
"c:\Dev\Starship Battles\saves\Mr One\turns\turn_4.json", "JSON", 0, 0, -14768, 0, 0, 0, 0, 0, -1, -14769
"c:\Dev\Starship Battles\saves\NewAutoSave\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\NewAutoSave\turns\turn_1.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\NewGame\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\NewGame\turns\turn_1.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\NewSave\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\NewSave\turns\turn_1.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\NonexistentTest\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\NonexistentTest\turns\turn_1.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\OldSave\save_metadata.json", "JSON", 0, 0, -14, 0, 0, 0, 0, 0, 0, -14
"c:\Dev\Starship Battles\saves\OldSave\turns\turn_1.json", "JSON", 0, 0, -67, 0, 0, 0, 0, 0, 0, -67
"c:\Dev\Starship Battles\saves\ProcessTurnTest\save_metadata.json", "JSON", 0, 0, -13, 0, 0, 0, 0, 0, 0, -13
"c:\Dev\Starship Battles\saves\ProcessTurnTest\turns\turn_1.json", "JSON", 0, 0, -2686, 0, 0, 0, 0, 0, 0, -2686
"c:\Dev\Starship Battles\saves\ProcessTurnTest\turns\turn_2.json", "JSON", 0, 0, -2686, 0, 0, 0, 0, 0, 0, -2686
"c:\Dev\Starship Battles\saves\Quickstart_1P_20260121_163901\designs\empire_0\qs_complex.json", "JSON", 0, 0, -286, 0, 0, 0, 0, 0, -1, -287
"c:\Dev\Starship Battles\saves\Quickstart_1P_20260121_163901\designs\empire_0\qs_escort.json", "JSON", 0, 0, -129, 0, 0, 0, 0, 0, -1, -130
"c:\Dev\Starship Battles\saves\Quickstart_1P_20260121_163901\save_metadata.json", "JSON", 0, 0, -13, 0, 0, 0, 0, 0, 0, -13
"c:\Dev\Starship Battles\saves\Quickstart_1P_20260121_163901\turns\turn_1.json", "JSON", 0, 0, -9021, 0, 0, 0, 0, 0, 0, -9021
"c:\Dev\Starship Battles\saves\Quickstart_1P_20260121_163901\turns\turn_2.json", "JSON", 0, 0, -9021, 0, 0, 0, 0, 0, 0, -9021
"c:\Dev\Starship Battles\saves\Quickstart_1P_20260121_163901\turns\turn_3.json", "JSON", 0, 0, -9021, 0, 0, 0, 0, 0, 0, -9021
"c:\Dev\Starship Battles\saves\Quickstart_1P_20260121_165552\designs\empire_0\QS_Escort_-_NW.json", "JSON", 0, 0, -120, 0, 0, 0, 0, 0, 0, -120
"c:\Dev\Starship Battles\saves\Quickstart_1P_20260121_165552\designs\empire_0\qs_complex.json", "JSON", 0, 0, -286, 0, 0, 0, 0, 0, -1, -287
"c:\Dev\Starship Battles\saves\Quickstart_1P_20260121_165552\designs\empire_0\qs_escort.json", "JSON", 0, 0, -129, 0, 0, 0, 0, 0, 0, -129
"c:\Dev\Starship Battles\saves\Quickstart_1P_20260121_165552\save_metadata.json", "JSON", 0, 0, -13, 0, 0, 0, 0, 0, 0, -13
"c:\Dev\Starship Battles\saves\Quickstart_1P_20260121_165552\turns\turn_1.json", "JSON", 0, 0, -7502, 0, 0, 0, 0, 0, 0, -7502
