TestFilePath,Verdict,Reason,SUT_Path
tests\unit\regressions\test_bug_regressions_2026_01.py,REVIEW,Manual review required,game\simulation\validation\ship_validator.py;game\core\validation.py;game\core\constants.py;game\simulation\components\component_constants.py;game\simulation\components\abilities\resources.py;game\simulation\components\component.py;game\simulation\entities\ship.py;game\simulation\components\abilities\__init__.py
tests\unit\regressions\test_crash_regressions.py,REVIEW,Manual review required,game\core\registry.py;game\ui\screens\builder\weapons_panel.py
tests\unit\regressions\test_regressions.py,REVIEW,Manual review required,game\simulation\entities\ship_loader.py;game\ui\assets\__init__.py;game\core\registry.py;game\simulation\entities\ship.py
tests\unit\regressions\test_warnings.py,REVIEW,Manual review required,game\core\registry.py;game\simulation\components\component.py;game\simulation\entities\ship.py
tests\unit\repro_issues\test_slider_increment.py,REVIEW,Manual review required,game\ui\screens\builder\modifier_config.py;game\ui\screens\builder\modifier_row.py
tests\unit\research\test_research_renderer.py,REVIEW,No SUT identified,Unknown
tests\unit\research\test_research_scene_di.py,REVIEW,Manual review required,game\core\protocols.py;game\research\ui\research_scene.py
tests\unit\research\test_research_service.py,REVIEW,Manual review required,game\research\systems\research_service.py;game\research\data\research_tracker.py;game\research\data\tech_tree.py;game\research\data\tech_node.py
tests\unit\research\test_research_tracker.py,REVIEW,Manual review required,game\research\data\research_tracker.py
tests\unit\research\test_research_tracker_edge_cases.py,REVIEW,Manual review required,game\research\data\research_tracker.py
tests\unit\research\test_tech_node.py,REVIEW,Manual review required,game\research\data\tech_node.py
tests\unit\research\research_controls\test_event_formatting.py,REVIEW,No SUT identified,Unknown
tests\unit\research\research_controls\test_handle_event.py,REVIEW,No SUT identified,Unknown
tests\unit\research\research_controls\test_node_selection.py,REVIEW,No SUT identified,Unknown
tests\unit\research\research_controls\test_reset_state.py,REVIEW,No SUT identified,Unknown
tests\unit\research\research_scene\test_callbacks.py,REVIEW,Manual review required,game\research\ui\research_scene.py
tests\unit\research\research_scene\test_initialization.py,REVIEW,Manual review required,game\research\ui\research_scene.py
tests\unit\research\research_scene\test_interaction.py,REVIEW,Manual review required,game\research\ui\research_scene.py
tests\unit\research\tech_tree\test_cycle_detection.py,REVIEW,Manual review required,game\research\data\tech_node.py;game\research\data\tech_tree.py
tests\unit\research\tech_tree\test_loading.py,REVIEW,Manual review required,game\research\data\tech_node.py;game\research\data\tech_tree.py
tests\unit\research\tech_tree\test_queries.py,REVIEW,Manual review required,game\research\data\tech_node.py;game\research\data\tech_tree.py
tests\unit\services\test_battle_service.py,REVIEW,Manual review required,game\simulation\services\battle_service.py;game\simulation\systems\battle_end_conditions.py;game\ai\ai_factory.py;game\simulation\entities\ship.py
tests\unit\services\test_modifier_service.py,REVIEW,Manual review required,game\simulation\components\component.py;game\simulation\services\modifier_service.py
tests\unit\services\test_modifier_service_di.py,REVIEW,Manual review required,game\simulation\services\modifier_service.py;game\simulation\components\component_constants.py;game\simulation\components\component.py
tests\unit\services\test_ship_stats_calculator_di.py,REVIEW,Manual review required,game\simulation\entities\ship_loader.py;game\core\registry.py;game\simulation\components\component.py;game\strategy\services\ship_stats_calculator.py
tests\unit\services\test_vehicle_design_service.py,REVIEW,Manual review required,game\simulation\entities\ship_loader.py;game\core\constants.py;game\core\registry.py;game\simulation\components\component.py;game\simulation\services\vehicle_design_service.py
tests\unit\services\test_vehicle_design_service_di.py,REVIEW,Manual review required,game\simulation\entities\ship_loader.py;game\simulation\services\vehicle_design_service.py;game\core\constants.py;game\core\registry.py;game\simulation\components\component.py
tests\unit\simulation\test_battle_state_serialization.py,REVIEW,Manual review required,game\simulation\battle_state.py
tests\unit\simulation\test_component_decoupling.py,REVIEW,Manual review required,game\simulation\entities\ship_loader.py;game\core\constants.py;game\simulation\systems\resource_manager.py;game\core\registry.py;game\simulation\components\component.py;game\simulation\entities\ship.py
tests\unit\simulation\test_formula_exceptions.py,REVIEW,Manual review required,game\core\exceptions.py;game\simulation\formula_system.py
tests\unit\simulation\test_layer_restriction_rule_refactor.py,REVIEW,Manual review required,game\simulation\validation\ship_validator.py;game\simulation\entities\layer_data.py;game\core\constants.py
tests\unit\simulation\test_physics_formulas.py,REVIEW,Manual review required,game\core\config.py;game\simulation\physics_constants.py
tests\unit\simulation\abilities\test_cargo_storage.py,REVIEW,Manual review required,game\simulation\entities\ship_loader.py;game\simulation\components\abilities\base.py;game\simulation\components\abilities\cargo.py;game\core\registry.py;game\simulation\components\component.py;game\strategy\services\ship_stats_calculator.py;game\simulation\components\abilities\__init__.py
tests\unit\simulation\abilities\test_empire_storage.py,REVIEW,Manual review required,game\simulation\components\abilities\__init__.py;game\simulation\components\abilities\harvester.py
tests\unit\simulation\armor_mechanics\test_damage_mechanics.py,REVIEW,Manual review required,game\simulation\components\abilities\defense.py;game\simulation\entities\layer_data.py;game\simulation\entities\ship_combat_engine.py
tests\unit\simulation\armor_mechanics\test_damage_reduction.py,REVIEW,Manual review required,game\simulation\entities\layer_data.py;game\simulation\entities\ship_combat_engine.py
tests\unit\simulation\battle_controller\test_config.py,REVIEW,Manual review required,game\simulation\managers\retreat_manager.py;game\simulation\systems\battle_end_conditions.py;game\simulation\battle_controller.py;game\simulation\combat\battle_mode_handler.py
tests\unit\simulation\battle_controller\test_edge_cases.py,REVIEW,Manual review required,game\core\exceptions.py;game\simulation\services\battle_service.py;game\simulation\battle_controller.py;game\simulation\combat\battle_mode_handler.py
tests\unit\simulation\battle_controller\test_execution.py,REVIEW,Manual review required,game\simulation\services\battle_service.py;game\core\exceptions.py;game\simulation\battle_config.py;game\simulation\battle_controller.py
tests\unit\simulation\battle_controller\test_initialization.py,REVIEW,Manual review required,game\simulation\services\battle_service.py;game\simulation\battle_config.py;game\simulation\battle_controller.py
tests\unit\simulation\battle_controller\test_mechanics.py,REVIEW,Manual review required,game\simulation\services\battle_service.py;game\simulation\managers\retreat_manager.py;game\simulation\battle_controller.py
tests\unit\simulation\battle_controller\test_state.py,REVIEW,Manual review required,game\core\exceptions.py;game\simulation\battle_controller.py
tests\unit\simulation\battle_controller\test_utilities.py,REVIEW,Manual review required,game\simulation\services\battle_service.py;game\simulation\battle_config.py;game\simulation\battle_controller.py;game\ui\services\battle_factories.py
tests\unit\simulation\combat\test_battle_mode_handlers.py,REVIEW,Manual review required,game\simulation\battle_config.py;game\simulation\combat\battle_mode_handler.py
tests\unit\simulation\components\abilities\test_ability_base.py,REVIEW,Manual review required,game\simulation\components\abilities\stat_keys.py;game\simulation\components\abilities\base.py
tests\unit\simulation\components\abilities\test_colonize_harvester.py,REVIEW,Manual review required,game\simulation\components\abilities\colonize.py;game\simulation\components\abilities\harvester.py;game\simulation\components\abilities\base.py
tests\unit\simulation\components\abilities\test_defense_integration.py,REVIEW,Manual review required,game\simulation\components\abilities\stat_keys.py;game\simulation\components\abilities\defense.py
tests\unit\simulation\components\abilities\test_defense_isolation.py,REVIEW,Manual review required,game\simulation\components\abilities\stat_keys.py;game\simulation\components\abilities\defense.py
tests\unit\simulation\components\abilities\test_resource_consumption.py,REVIEW,Manual review required,game\core\constants.py;game\simulation\systems\resource_manager.py;game\simulation\components\abilities\resources.py;game\simulation\components\abilities\stat_keys.py;game\core\config.py
tests\unit\simulation\components\abilities\test_weapons_integration.py,REVIEW,Manual review required,game\simulation\components\abilities\stat_keys.py;game\simulation\components\abilities\weapons.py;game\core\config.py
tests\unit\simulation\components\abilities\test_weapons_isolation.py,REVIEW,Manual review required,game\simulation\components\abilities\stat_keys.py;game\simulation\components\abilities\weapons.py;game\core\config.py
tests\unit\simulation\factories\test_ai_factory.py,DELETE,Tests dead code: game\simulation\systems\battle_engine.py;game\ai\__init__.py,game\simulation\systems\battle_engine.py;game\ai\__init__.py
tests\unit\simulation\interfaces\test_ai_controller_interface.py,DELETE,Tests dead code: game\simulation\interfaces\__init__.py,game\simulation\interfaces\__init__.py
tests\unit\simulation\projectile_guidance\test_guidance_behavior.py,REVIEW,Manual review required,game\core\constants.py;game\simulation\entities\projectile.py
tests\unit\simulation\projectile_guidance\test_guidance_core.py,REVIEW,Manual review required,game\core\constants.py;game\simulation\entities\projectile.py
tests\unit\simulation\services\test_simulation_design_loader.py,REVIEW,Manual review required,game\simulation\entities\ship_loader.py;game\core\constants.py;game\core\json_utils.py;game\core\registry.py;game\simulation\components\component.py;game\simulation\entities\ship.py;game\simulation\services\design_loader.py
tests\unit\simulation\ship_combat_engine\test_combat_ops.py,REVIEW,Manual review required,game\core\math.py;game\simulation\entities\ship_combat_engine.py;game\core\constants.py
tests\unit\simulation\ship_combat_engine\test_cooldowns.py,DELETE,Legacy naming convention,game\simulation\entities\ship_combat_engine.py;game\core\constants.py;game\simulation\components\component_constants.py
tests\unit\simulation\ship_combat_engine\test_creation_and_lead.py,REVIEW,Manual review required,game\core\math.py;game\simulation\entities\ship_combat_engine.py
tests\unit\simulation\ship_combat_engine\test_targeting.py,REVIEW,Manual review required,game\core\math.py;game\simulation\entities\ship_combat_engine.py
tests\unit\simulation\systems\test_battle_engine_end_conditions.py,REVIEW,Manual review required,game\simulation\systems\battle_engine.py;game\simulation\systems\battle_end_conditions.py;game\core\constants.py
tests\unit\simulation\systems\test_battle_engine_tick.py,REVIEW,Manual review required,game\simulation\systems\battle_engine.py;game\simulation\systems\battle_end_conditions.py;game\core\constants.py
tests\unit\simulation\systems\test_resource_manager_edge_cases.py,REVIEW,Manual review required,game\simulation\systems\resource_manager.py
tests\unit\simulation\systems\test_ship_stats_calculator_phases.py,REVIEW,Manual review required,game\simulation\entities\layer_data.py;game\core\constants.py;game\simulation\systems\resource_manager.py;game\simulation\entities\ship_stats.py;game\simulation\components\component_constants.py;game\simulation\components\component.py
tests\unit\simulation\systems\test_ship_stats_phase_ordering.py,REVIEW,Manual review required,game\simulation\entities\ship_stats.py
tests\unit\simulation\validation\test_base_rule.py,REVIEW,Manual review required,game\simulation\validation\base.py
tests\unit\simulation\validation\test_ship_validator_rules.py,REVIEW,Manual review required,game\simulation\validation\base.py;game\simulation\validation\ship_validator.py;game\core\constants.py;game\simulation\components\abilities\resources.py
tests\unit\simulation_tests\test_propulsion_scenario_results.py,REVIEW,No SUT identified,Unknown
tests\unit\simulation_tests\test_resource_scenarios.py,REVIEW,No SUT identified,Unknown
tests\unit\simulation_tests\test_test_metadata_end_conditions.py,REVIEW,Manual review required,game\core\constants.py;game\simulation\systems\battle_end_conditions.py
tests\unit\simulation_tests\scenarios\test_prop005_mass_affects_turn.py,REVIEW,Manual review required,game\simulation\physics_constants.py
tests\unit\strategy\test_auto_save.py,REVIEW,Manual review required,game\strategy\systems\save_game_service.py;game\strategy\engine\game_session.py;game\strategy\engine\game_config.py;game\core\json_utils.py
tests\unit\strategy\test_command_handlers.py,REVIEW,Manual review required,game\core\validation.py;game\strategy\engine\command_handlers.py
tests\unit\strategy\test_component_inspector.py,REVIEW,Manual review required,game\strategy\services\component_inspector.py
tests\unit\strategy\test_design_metadata.py,REVIEW,Manual review required,game\simulation\entities\layer_data.py;game\core\json_utils.py;game\strategy\data\design_metadata.py
tests\unit\strategy\test_engine_event_emission.py,REVIEW,Manual review required,game\strategy\engine\production_engine.py;game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\engine\fleet_order_processor.py;game\strategy\events\__init__.py;game\strategy\engine\conflict_resolution_engine.py;game\strategy\data\planet.py
tests\unit\strategy\test_fleet_battle_adapter.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\data\fleet_battle_adapter.py;game\strategy\data\ship_instance.py
tests\unit\strategy\test_fleet_capability_calculator.py,REVIEW,Manual review required,game\strategy\data\fleet_capability_calculator.py;game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\data\ship_instance.py
tests\unit\strategy\test_fleet_order_processor.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\engine\fleet_order_processor.py
tests\unit\strategy\test_fleet_report_filters.py,REVIEW,Manual review required,game\ui\screens\fleet_report_view_model.py;game\strategy\data\ship_instance.py;game\ui\screens\fleet_report_filters.py;game\strategy\services\ship_stats_calculator.py
tests\unit\strategy\test_fleet_resource_aggregator.py,REVIEW,Manual review required,game\strategy\data\fleet_resource_aggregator.py
tests\unit\strategy\test_fleet_speed_calculator.py,REVIEW,Manual review required,game\strategy\services\fleet_speed_calculator.py
tests\unit\strategy\test_game_config.py,REVIEW,Manual review required,game\strategy\engine\game_config.py
tests\unit\strategy\test_game_session.py,REVIEW,Manual review required,game\strategy\engine\game_session.py;game\strategy\engine\game_config.py
tests\unit\strategy\test_game_session_events.py,DELETE,Tests dead code: game\core\logger.py;game\strategy\engine\game_session.py;game\strategy\engine\game_config.py;game\strategy\events\__init__.py;game\core\__init__.py,game\core\logger.py;game\strategy\engine\game_session.py;game\strategy\engine\game_config.py;game\strategy\events\__init__.py;game\core\__init__.py
tests\unit\strategy\test_hex_math.py,REVIEW,Manual review required,game\core\hex_math.py
tests\unit\strategy\test_ship_cargo_manager.py,REVIEW,Manual review required,game\strategy\data\ship_cargo_manager.py
tests\unit\strategy\test_ship_detail_panel.py,REVIEW,Manual review required,game\ui\panels\ship_detail_panel.py;game\strategy\data\ship_instance.py
tests\unit\strategy\test_ship_display_formatter.py,REVIEW,Manual review required,game\strategy\data\ship_display_formatter.py
tests\unit\strategy\test_ship_display_formatter_edge_cases.py,DELETE,Tests dead code: game\strategy\data\ship_display_formatter.py;game\strategy\data\__init__.py,game\strategy\data\ship_display_formatter.py;game\strategy\data\__init__.py
tests\unit\strategy\test_ship_resource_manager.py,REVIEW,Manual review required,game\strategy\data\ship_resource_manager.py;game\strategy\data\ship_instance.py
tests\unit\strategy\test_ship_serial_numbering.py,REVIEW,Manual review required,game\strategy\data\empire.py;game\strategy\data\ship_instance.py
tests\unit\strategy\adapters\test_simulation_adapter_edge_cases.py,DELETE,Tests dead code: game\strategy\adapters\__init__.py,game\strategy\adapters\__init__.py
tests\unit\strategy\conflict_resolution\test_battle_resolver_integration.py,REVIEW,Manual review required,game\core\hex_math.py;game\strategy\interfaces\battle_resolver.py;game\strategy\engine\conflict_resolution_engine.py
tests\unit\strategy\conflict_resolution\test_conflict_core.py,REVIEW,Manual review required,game\strategy\engine\conflict_resolution_engine.py
tests\unit\strategy\conflict_resolution\test_core.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\adapters\simulation_adapter.py;game\strategy\interfaces\battle_resolver.py;game\strategy\engine\conflict_resolution_engine.py
tests\unit\strategy\data\test_build_queue_source_errors.py,DELETE,Tests dead code: game\strategy\data\__init__.py,game\strategy\data\__init__.py
tests\unit\strategy\data\test_cargo_tracking.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\data\ship_instance.py
tests\unit\strategy\data\test_empire_resources.py,REVIEW,Manual review required,game\strategy\data\empire.py
tests\unit\strategy\data\test_facility_construction_queue.py,REVIEW,Manual review required,game\strategy\data\planet.py;game\core\hex_math.py
tests\unit\strategy\data\test_facility_resource_tracking.py,REVIEW,Manual review required,game\strategy\data\planet.py;game\core\hex_math.py
tests\unit\strategy\data\test_galaxy_cleanup.py,REVIEW,Manual review required,game\core\hex_math.py;game\strategy\data\galaxy.py;game\strategy\data\planet.py
tests\unit\strategy\data\test_planet_classification_logic.py,REVIEW,Manual review required,game\strategy\data\planet_gen.py;game\strategy\generation\planet_image_registry.py;game\strategy\data\planet.py;game\strategy\generation\loaders\astrophysics_loader.py
tests\unit\strategy\data\test_population_model.py,REVIEW,Manual review required,game\core\hex_math.py;game\strategy\data\empire.py;game\strategy\data\race_config.py;game\strategy\data\planet.py
tests\unit\strategy\data\test_production_rates.py,REVIEW,Manual review required,game\core\json_utils.py
tests\unit\strategy\data\test_radiation_physics.py,REVIEW,Manual review required,game\core\hex_math.py;game\strategy\data\stars.py;game\strategy\data\physics.py
tests\unit\strategy\data\test_superweapon_orders.py,REVIEW,Manual review required,game\strategy\engine\commands.py;game\strategy\data\fleet.py;game\core\hex_math.py
tests\unit\strategy\design_library\test_basics.py,REVIEW,Manual review required,game\core\json_utils.py;game\strategy\systems\design_library.py
tests\unit\strategy\design_library\test_error_logging.py,REVIEW,Manual review required,game\strategy\systems\design_library.py
tests\unit\strategy\design_library\test_per_empire.py,REVIEW,Manual review required,game\core\json_utils.py;game\strategy\systems\design_library.py
tests\unit\strategy\engine\test_build_order_processor.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\engine\fleet_order_processor.py
tests\unit\strategy\engine\test_colonize_population.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\engine\fleet_order_processor.py;game\strategy\data\empire.py;game\strategy\data\ship_instance.py;game\strategy\data\planet.py
tests\unit\strategy\engine\test_fleet_order_transfer.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\engine\fleet_order_processor.py;game\strategy\data\planet.py
tests\unit\strategy\engine\test_movement_build_blocking.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\strategy\engine\fleet_movement_engine.py;game\core\hex_math.py
tests\unit\strategy\engine\test_population_seeding.py,REVIEW,Manual review required,game\strategy\engine\game_session.py;game\strategy\engine\game_config.py;game\strategy\quickstart_builder.py;game\strategy\data\race_config.py
tests\unit\strategy\engine\test_transfer_order.py,REVIEW,Manual review required,game\strategy\engine\game_initializer.py;game\strategy\data\planet.py;game\strategy\data\fleet.py;game\strategy\data\galaxy.py;game\strategy\data\empire.py;game\strategy\engine\game_config.py;game\strategy\engine\fleet_order_processor.py;game\strategy\data\ship_instance.py;game\strategy\engine\game_session.py;game\strategy\engine\commands.py;game\core\hex_math.py
tests\unit\strategy\facade\test_event_queries.py,REVIEW,Manual review required,game\strategy\events\__init__.py;game\strategy\facade\strategy_session_facade.py
tests\unit\strategy\facade\test_fleet_dto_build.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\facade\dto\fleet_dto.py
tests\unit\strategy\facade\test_population_dtos.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\facade\dto\planet_dto.py;game\strategy\data\ship_instance.py;game\strategy\facade\dto\fleet_dto.py;game\strategy\data\planet.py
tests\unit\strategy\fleet\test_basics.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py
tests\unit\strategy\fleet\test_build_order.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py
tests\unit\strategy\fleet\test_movement_resources.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\data\ship_instance.py
tests\unit\strategy\fleet\test_serialization.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py
tests\unit\strategy\fleet\test_space_yard.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\data\ship_instance.py
tests\unit\strategy\fleet\test_warp_resources.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\data\ship_instance.py
tests\unit\strategy\fleet_movement_engine\test_basics.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\strategy\engine\fleet_movement_engine.py;game\core\hex_math.py
tests\unit\strategy\fleet_movement_engine\test_batch.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\strategy\engine\fleet_movement_engine.py;game\core\hex_math.py
tests\unit\strategy\fleet_movement_engine\test_warp.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\strategy\engine\fleet_movement_engine.py;game\core\hex_math.py
tests\unit\strategy\fleet_navigation\test_data_structures.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\strategy\services\fleet_navigation_service.py;game\core\hex_math.py
tests\unit\strategy\fleet_navigation\test_destination_path.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\strategy\services\fleet_navigation_service.py;game\core\hex_math.py
tests\unit\strategy\fleet_navigation\test_navigation_pure.py,DELETE,Tests dead code: game\strategy\services\fleet_navigation_service.py;game\core\hex_math.py;game\strategy\services\__init__.py,game\strategy\services\fleet_navigation_service.py;game\core\hex_math.py;game\strategy\services\__init__.py
tests\unit\strategy\fleet_navigation\test_projection.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\strategy\services\fleet_navigation_service.py;game\core\hex_math.py
tests\unit\strategy\generation\test_astrophysics.py,REVIEW,Manual review required,game\strategy\generation\loaders\astrophysics_loader.py
tests\unit\strategy\generation\test_layout_scaling.py,DELETE,Tests dead code: game\strategy\generation\loaders\galaxy_layouts_loader.py;game\strategy\generation\loaders\__init__.py,game\strategy\generation\loaders\galaxy_layouts_loader.py;game\strategy\generation\loaders\__init__.py
tests\unit\strategy\generation\test_system_blueprints.py,REVIEW,Manual review required,game\strategy\generation\loaders\system_blueprints_loader.py
tests\unit\strategy\generation\density\test_geometric.py,REVIEW,Manual review required,game\strategy\generation\density\primitives\geometric.py
tests\unit\strategy\generation\density\test_layout_loader.py,REVIEW,Manual review required,game\strategy\generation\loaders\galaxy_layouts_loader.py;game\strategy\generation\density\density_map.py
tests\unit\strategy\generation\density\test_linear.py,REVIEW,Manual review required,game\strategy\generation\density\primitives\linear.py
tests\unit\strategy\generation\density\test_noise.py,REVIEW,Manual review required,game\strategy\generation\density\primitives\noise.py
tests\unit\strategy\generation\density\test_radial.py,REVIEW,Manual review required,game\strategy\generation\density\primitives\radial.py
tests\unit\strategy\generation\density\test_ring.py,REVIEW,Manual review required,game\strategy\generation\density\primitives\ring.py
tests\unit\strategy\generation\density\test_spiral_arm.py,REVIEW,Manual review required,game\strategy\generation\density\primitives\spiral_arm.py
tests\unit\strategy\interfaces\test_engines_contracts.py,DELETE,Tests dead code: game\strategy\interfaces\__init__.py,game\strategy\interfaces\__init__.py
tests\unit\strategy\interfaces\test_engine_interfaces.py,DELETE,Tests dead code: game\strategy\interfaces\__init__.py,game\strategy\interfaces\__init__.py
tests\unit\strategy\pathfinding\test_basic_paths.py,REVIEW,Manual review required,game\core\hex_math.py;game\strategy\data\pathfinding.py
tests\unit\strategy\pathfinding\test_edge_cases.py,REVIEW,Manual review required,game\core\hex_math.py;game\strategy\data\pathfinding.py
tests\unit\strategy\pathfinding\test_hybrid_and_intercept.py,REVIEW,Manual review required,game\strategy\services\fleet_navigation_service.py;game\strategy\data\pathfinding.py;game\core\hex_math.py
tests\unit\strategy\pathfinding\test_intercept_edge_cases.py,DELETE,Tests dead code: game\strategy\data\pathfinding.py;game\strategy\data\__init__.py,game\strategy\data\pathfinding.py;game\strategy\data\__init__.py
tests\unit\strategy\planet_atmosphere\test_calculations.py,REVIEW,Manual review required,game\strategy\data\planet_atmosphere.py;game\strategy\data\planet_physics.py
tests\unit\strategy\planet_atmosphere\test_generation.py,REVIEW,Manual review required,game\strategy\data\planet_atmosphere.py;game\strategy\data\planet_physics.py
tests\unit\strategy\production_engine\test_basics.py,REVIEW,Manual review required,game\strategy\data\planet.py;game\strategy\engine\production_engine.py
tests\unit\strategy\production_engine\test_completion.py,REVIEW,Manual review required,game\strategy\data\planet.py;game\strategy\engine\production_engine.py
tests\unit\strategy\production_engine\test_facility_queue_production.py,REVIEW,Manual review required,game\strategy\data\planet.py;game\strategy\engine\production_engine.py
tests\unit\strategy\production_engine\test_fleet_production.py,REVIEW,Manual review required,game\strategy\engine\production_engine.py;game\strategy\data\fleet.py;game\core\hex_math.py
tests\unit\strategy\production_engine\test_resource_costs.py,REVIEW,Manual review required,game\strategy\engine\production_engine.py
tests\unit\strategy\production_engine\test_spawning.py,REVIEW,Manual review required,game\strategy\engine\production_engine.py;game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\data\planet.py
tests\unit\strategy\production_engine\test_tick_consumption.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\strategy\engine\production_engine.py;game\strategy\data\empire.py;game\strategy\data\planet.py
tests\unit\strategy\resource_management_engine\test_auto_disable.py,REVIEW,Manual review required,game\core\registry.py;game\strategy\engine\resource_management_engine.py
tests\unit\strategy\resource_management_engine\test_consumption.py,REVIEW,Manual review required,game\strategy\engine\resource_management_engine.py
tests\unit\strategy\resource_management_engine\test_initialization.py,REVIEW,Manual review required,game\core\registry.py;game\strategy\engine\resource_management_engine.py
tests\unit\strategy\save_game_service\test_error_handling.py,DELETE,Tests dead code: game\strategy\systems\save_game_service.py;game\core\json_utils.py;game\strategy\engine\game_config.py;game\core\__init__.py,game\strategy\systems\save_game_service.py;game\core\json_utils.py;game\strategy\engine\game_config.py;game\core\__init__.py
tests\unit\strategy\save_game_service\test_save_load_ops.py,DELETE,Tests dead code: game\strategy\systems\save_game_service.py;game\core\json_utils.py;game\strategy\engine\game_config.py;game\core\__init__.py,game\strategy\systems\save_game_service.py;game\core\json_utils.py;game\strategy\engine\game_config.py;game\core\__init__.py
tests\unit\strategy\ship_instance\test_capacity_levels.py,REVIEW,Manual review required,game\strategy\data\ship_instance.py
tests\unit\strategy\ship_instance\test_component_toggles.py,REVIEW,Manual review required,game\strategy\data\ship_instance.py
tests\unit\strategy\ship_instance\test_convenience_methods.py,REVIEW,Manual review required,game\strategy\data\ship_instance.py
tests\unit\strategy\ship_instance\test_cost_queries.py,REVIEW,Manual review required,game\strategy\data\ship_instance.py
tests\unit\strategy\ship_instance\test_serialization.py,REVIEW,Manual review required,game\strategy\data\ship_instance.py
tests\unit\strategy\ship_stats\test_basics.py,REVIEW,Manual review required,game\strategy\services\ship_stats_calculator.py
tests\unit\strategy\ship_stats\test_modifiers.py,REVIEW,Manual review required,game\simulation\components\component_constants.py;game\strategy\services\ship_stats_calculator.py
tests\unit\strategy\ship_stats\test_resources.py,REVIEW,Manual review required,game\strategy\services\ship_stats_calculator.py
tests\unit\strategy\ship_stats\test_toggles.py,REVIEW,Manual review required,game\strategy\services\ship_stats_calculator.py
tests\unit\strategy\ship_stats\test_warp.py,REVIEW,Manual review required,game\strategy\services\ship_stats_calculator.py
tests\unit\strategy\turn_engine\test_dependency_injection.py,REVIEW,Manual review required,game\strategy\engine\production_engine.py;game\strategy\engine\resource_management_engine.py;game\strategy\interfaces\engines.py;game\strategy\data\fleet.py;game\strategy\engine\fleet_movement_engine.py;game\strategy\data\empire.py;game\strategy\engine\turn_engine.py;game\strategy\engine\fleet_order_processor.py;game\core\hex_math.py;game\strategy\interfaces\battle_resolver.py;game\strategy\engine\conflict_resolution_engine.py
tests\unit\strategy\turn_engine\test_tick_mechanics.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\engine\turn_engine.py
tests\unit\strategy\turn_engine\test_turn_processing.py,REVIEW,Manual review required,game\strategy\data\fleet.py;game\core\hex_math.py;game\strategy\engine\turn_engine.py
tests\unit\systems\test_allowed_layers_removal.py,REVIEW,Manual review required,game\simulation\entities\ship_loader.py;game\simulation\components\component.py;game\simulation\entities\ship.py
tests\unit\systems\test_arcade_movement.py,REVIEW,Manual review required,game\simulation\components\component.py;game\simulation\entities\ship.py
tests\unit\systems\test_collision_system.py,REVIEW,Manual review required,game\engine\collision.py
tests\unit\systems\test_dynamic_layers.py,REVIEW,Manual review required,game\core\constants.py;game\simulation\components\component.py;game\simulation\entities\ship.py
tests\unit\systems\test_event_bus.py,REVIEW,Manual review required,game\ui\screens\builder\event_bus.py
tests\unit\systems\test_formula_overflow_underflow.py,REVIEW,Manual review required,game\core\exceptions.py;game\simulation\formula_system.py
tests\unit\systems\test_formula_system.py,REVIEW,Manual review required,game\core\exceptions.py;game\simulation\formula_system.py
tests\unit\systems\test_layer_refinements.py,REVIEW,Manual review required,game\simulation\validation\ship_validator.py;game\simulation\components\component.py;game\simulation\entities\ship.py
